Timestamp,Source IP,Destination IP,packet length,protocol
1682190913.269954000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.270281000,192.168.100.5,104.16.99.29,87,DATA
1682190913.270739000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.270739000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.270739000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.270739000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.270739000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.270739000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.270739000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.270739000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.270739000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.271067000,192.168.100.5,104.16.99.29,87,DATA
1682190913.271954000,192.168.100.5,104.16.99.29,355,DATA
1682190913.272964000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.272964000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.272964000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.272964000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.272964000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.272964000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.272964000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.272964000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.272964000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.273266000,192.168.100.5,104.16.99.29,87,DATA
1682190913.274643000,192.168.100.5,104.16.99.29,356,DATA
1682190913.276010000,192.168.100.5,104.16.99.29,362,DATA
1682190913.278059000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.278059000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.278059000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.278059000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.278059000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.278059000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.278059000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.278059000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.278059000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.278380000,192.168.100.5,104.16.99.29,87,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284207000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,423,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,68,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.284629000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285204000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285204000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285204000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285204000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285204000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285204000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285204000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285204000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285204000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285233000,192.168.100.5,104.16.99.29,87,DATA
1682190913.285583000,192.168.100.5,104.16.99.29,87,DATA
1682190913.285820000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285820000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285820000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285820000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285820000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285820000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285820000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285820000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.285820000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.286106000,192.168.100.5,104.16.99.29,87,DATA
1682190913.286948000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.286948000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.286948000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.286948000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.286948000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.286948000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.286948000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.286948000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.286948000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.287196000,192.168.100.5,104.16.99.29,87,DATA
1682190913.288319000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.288319000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.288319000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.288319000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.288319000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.288319000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.288319000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.288319000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.288319000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.288548000,192.168.100.5,104.16.99.29,87,DATA
1682190913.289010000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.289010000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.289010000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.289010000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.289010000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.289010000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.289010000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.289010000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.289010000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.289232000,192.168.100.5,104.16.99.29,87,DATA
1682190913.290359000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.290359000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.290359000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.290359000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.290359000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.290359000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.290359000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.290359000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.290359000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.290590000,192.168.100.5,104.16.99.29,87,DATA
1682190913.291371000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.291371000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.291371000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.291371000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.291371000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.291371000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.291371000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.291371000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.291371000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.291624000,192.168.100.5,104.16.99.29,87,DATA
1682190913.292768000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.292768000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.292768000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.292768000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.292768000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.292768000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.292768000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.292768000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.292768000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.293003000,192.168.100.5,104.16.99.29,87,DATA
1682190913.294109000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.294109000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.294109000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.294109000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.294109000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.294109000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.294109000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.294109000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.294109000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.294305000,192.168.100.5,104.16.99.29,87,DATA
1682190913.295235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.295235000,104.16.99.29,192.168.100.5,1135,DATA
1682190913.295235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.295235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.295235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.295235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.295235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.295235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.295235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.295654000,192.168.100.5,104.16.99.29,87,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,942,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,475,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,70,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,70,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.297942000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298244000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298244000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298244000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298310000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298310000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298692000,192.168.100.5,104.16.99.29,87,DATA
1682190913.298984000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298984000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298984000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298984000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298984000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298984000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298984000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298984000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.298984000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.299309000,192.168.100.5,104.16.99.29,87,DATA
1682190913.299491000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.299491000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.299677000,192.168.100.5,104.16.99.29,87,DATA
1682190913.299996000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.299996000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.299996000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.299996000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.299996000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.299996000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.299996000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.300230000,192.168.100.5,104.16.99.29,87,DATA
1682190913.301220000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.301220000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.301220000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.301220000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.301420000,192.168.100.5,104.16.99.29,87,DATA
1682190913.301606000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.301606000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.301606000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.301606000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.301606000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.301784000,192.168.100.5,104.16.99.29,87,DATA
1682190913.302780000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.302780000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.302780000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.302780000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.302780000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.302780000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.302780000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.302780000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.302780000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303012000,192.168.100.5,104.16.99.29,87,DATA
1682190913.303429000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303429000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303429000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303429000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303429000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303429000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303429000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303429000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303429000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.303630000,192.168.100.5,104.16.99.29,87,DATA
1682190913.304280000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.304280000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.304280000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.304280000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.304280000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.304280000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.304280000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.304280000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.304280000,104.16.99.29,192.168.100.5,809,DATA
1682190913.304508000,192.168.100.5,104.16.99.29,87,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.305965000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.306261000,192.168.100.5,104.16.99.29,87,DATA
1682190913.311322000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.311322000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.311322000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.311322000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.311322000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.311322000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.311322000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.311322000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.311322000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.311532000,192.168.100.5,104.16.99.29,87,DATA
1682190913.312018000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.312018000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.312018000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.312018000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.312018000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.312018000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.312018000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.312018000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.312018000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.312277000,192.168.100.5,104.16.99.29,87,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1007,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,117,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314218000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.314838000,192.168.100.5,104.16.99.29,87,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,234,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317261000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.317706000,192.168.100.5,104.16.99.29,87,DATA
1682190913.318172000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.318172000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.318172000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.318172000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.318172000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.318172000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.318172000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.318172000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.318172000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.318446000,192.168.100.5,104.16.99.29,87,DATA
1682190913.319361000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.319361000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.319361000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.319361000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.319361000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.319361000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.319361000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.319361000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.319361000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.319701000,192.168.100.5,104.16.99.29,87,DATA
1682190913.320237000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.320237000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.320237000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.320237000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.320237000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.320237000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.320237000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.320237000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.320237000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.320533000,192.168.100.5,104.16.99.29,87,DATA
1682190913.321445000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.321445000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.321445000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.321445000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.321445000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.321445000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.321445000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.321445000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.321445000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.321714000,192.168.100.5,104.16.99.29,87,DATA
1682190913.322596000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.322596000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.322596000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.322596000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.322596000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.322596000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.322596000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.322596000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.322596000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.322851000,192.168.100.5,104.16.99.29,87,DATA
1682190913.323866000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.323866000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.323866000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.323866000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.323866000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.323866000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.323866000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.323866000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.323866000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.324084000,192.168.100.5,104.16.99.29,87,DATA
1682190913.324871000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.324871000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.324871000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.324871000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.324871000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.324871000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.324871000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.324871000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.324871000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.325081000,192.168.100.5,104.16.99.29,87,DATA
1682190913.326235000,104.16.99.29,192.168.100.5,309,DATA
1682190913.326235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.326235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.326235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.326235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.326235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.326235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.326235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.326235000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.326598000,192.168.100.5,104.16.99.29,87,DATA
1682190913.327074000,104.16.99.29,192.168.100.5,586,DATA
1682190913.327074000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.327074000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.327074000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.327074000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.327074000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.327074000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.327074000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.327074000,104.16.99.29,192.168.100.5,1242,DATA
1682190913.327592000,192.168.100.5,104.16.99.29,87,DATA
