Timestamp,Source IP,Destination IP,packet length,protocol
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.862874000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.863248000,162.125.66.15,192.168.100.5,56,TCP
1682190973.863272000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.863272000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.867868000,162.125.66.15,192.168.100.5,56,TCP
1682190973.867910000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.867910000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.867910000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.867910000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.867910000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.867910000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.868035000,162.125.66.15,192.168.100.5,56,TCP
1682190973.868051000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.868051000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.875580000,162.125.66.15,192.168.100.5,56,TCP
1682190973.875621000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.875621000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.900175000,162.125.66.15,192.168.100.5,56,TCP
1682190973.900213000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.900213000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.901105000,162.125.66.15,192.168.100.5,56,TCP
1682190973.901105000,162.125.66.15,192.168.100.5,56,TCP
1682190973.901139000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.901139000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.901139000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.901139000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.901139000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902018000,162.125.66.15,192.168.100.5,56,TCP
1682190973.902061000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902061000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902061000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902061000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902061000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902061000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902061000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902061000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902061000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.902428000,162.125.66.15,192.168.100.5,56,TCP
1682190973.902556000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902556000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902556000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902556000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.902556000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907010000,162.125.66.15,192.168.100.5,56,TCP
1682190973.907630000,162.125.66.15,192.168.100.5,56,TCP
1682190973.907630000,162.125.66.15,192.168.100.5,56,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.907783000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915454000,162.125.66.15,192.168.100.5,56,TCP
1682190973.915454000,162.125.66.15,192.168.100.5,56,TCP
1682190973.915489000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915489000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915489000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915489000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915489000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915489000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.915632000,162.125.66.15,192.168.100.5,56,TCP
1682190973.915661000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915661000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915661000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915661000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915661000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.915661000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.938737000,162.125.66.15,192.168.100.5,56,TCP
1682190973.938768000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.938768000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.940032000,162.125.66.15,192.168.100.5,56,TCP
1682190973.940058000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.940058000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.941002000,162.125.66.15,192.168.100.5,56,TCP
1682190973.941031000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.941031000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944066000,162.125.66.15,192.168.100.5,56,TCP
1682190973.944066000,162.125.66.15,192.168.100.5,56,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.944144000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.947861000,162.125.66.15,192.168.100.5,56,TCP
1682190973.947889000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.947889000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948073000,162.125.66.15,192.168.100.5,56,TCP
1682190973.948087000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948087000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948087000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948315000,162.125.66.15,192.168.100.5,56,TCP
1682190973.948338000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948338000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.948338000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948338000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948578000,162.125.66.15,192.168.100.5,56,TCP
1682190973.948593000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948593000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948593000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.948593000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.954199000,162.125.66.15,192.168.100.5,56,TCP
1682190973.954199000,162.125.66.15,192.168.100.5,56,TCP
1682190973.954232000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.954232000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.954232000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.954232000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.954997000,162.125.66.15,192.168.100.5,56,TCP
1682190973.954997000,162.125.66.15,192.168.100.5,56,TCP
1682190973.955038000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.955038000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.955038000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.955038000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.955038000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.955175000,162.125.66.15,192.168.100.5,56,TCP
1682190973.955197000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.955197000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.955197000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.976602000,162.125.66.15,192.168.100.5,56,TCP
1682190973.976645000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.976645000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.979490000,162.125.66.15,192.168.100.5,56,TCP
1682190973.979559000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.979559000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.979736000,162.125.66.15,192.168.100.5,56,TCP
1682190973.979786000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.979786000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984528000,162.125.66.15,192.168.100.5,56,TCP
1682190973.984528000,162.125.66.15,192.168.100.5,56,TCP
1682190973.984528000,162.125.66.15,192.168.100.5,56,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984576000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.984746000,162.125.66.15,192.168.100.5,56,TCP
1682190973.985047000,162.125.66.15,192.168.100.5,56,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TLS
1682190973.985079000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.985079000,192.168.100.5,162.125.66.15,637,TLS
1682190973.987719000,162.125.66.15,192.168.100.5,56,TCP
1682190973.987748000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.987748000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.997936000,162.125.66.15,192.168.100.5,56,TCP
1682190973.997968000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.997968000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.998917000,162.125.66.15,192.168.100.5,56,TCP
1682190973.998936000,192.168.100.5,162.125.66.15,1466,TCP
1682190973.998936000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.000825000,162.125.66.15,192.168.100.5,56,TCP
1682190974.000848000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.000848000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.001837000,162.125.66.15,192.168.100.5,56,TCP
1682190974.001866000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.001866000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.003172000,162.125.66.15,192.168.100.5,56,TCP
1682190974.003202000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.003202000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.003310000,162.125.66.15,192.168.100.5,56,TCP
1682190974.003331000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.003331000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.003331000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.003331000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.003331000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.008462000,192.168.100.5,216.58.212.1,93,TLS
1682190974.016689000,162.125.66.15,192.168.100.5,56,TCP
1682190974.016721000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.016721000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.017998000,162.125.66.15,192.168.100.5,56,TCP
1682190974.018026000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.018026000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.019377000,162.125.66.15,192.168.100.5,56,TCP
1682190974.019397000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.019397000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.019602000,216.58.212.1,192.168.100.5,93,TLS
1682190974.027341000,162.125.66.15,192.168.100.5,56,TCP
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.027393000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.027625000,162.125.66.15,192.168.100.5,56,TCP
1682190974.027744000,162.125.66.15,192.168.100.5,56,TCP
1682190974.028025000,162.125.66.15,192.168.100.5,56,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.028108000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028174000,162.125.66.15,192.168.100.5,56,TCP
1682190974.028231000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.028231000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.036507000,162.125.66.15,192.168.100.5,56,TCP
1682190974.036636000,162.125.66.15,192.168.100.5,56,TCP
1682190974.039356000,162.125.66.15,192.168.100.5,56,TCP
1682190974.039443000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.039443000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.039443000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.039443000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.039443000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.039443000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.041548000,162.125.66.15,192.168.100.5,56,TCP
1682190974.041595000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.041595000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.041693000,162.125.66.15,192.168.100.5,109,TLS
1682190974.042602000,162.125.66.15,192.168.100.5,56,TCP
1682190974.042602000,162.125.66.15,192.168.100.5,56,TCP
1682190974.042602000,162.125.66.15,192.168.100.5,56,TCP
1682190974.042645000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.042645000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.042645000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.042645000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.042645000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.042645000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.054673000,162.125.66.15,192.168.100.5,56,TCP
1682190974.054703000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.054703000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.057898000,162.125.66.15,192.168.100.5,56,TCP
1682190974.057944000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.057944000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.058107000,162.125.66.15,192.168.100.5,56,TCP
1682190974.067035000,162.125.66.15,192.168.100.5,56,TCP
1682190974.067035000,162.125.66.15,192.168.100.5,56,TCP
1682190974.067659000,162.125.66.15,192.168.100.5,56,TCP
1682190974.067659000,162.125.66.15,192.168.100.5,56,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.067781000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.070898000,192.168.100.5,216.58.212.1,54,TCP
1682190974.073696000,162.125.66.15,192.168.100.5,56,TCP
1682190974.073727000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.073727000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.077763000,162.125.66.15,192.168.100.5,56,TCP
1682190974.077796000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.077796000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.077992000,162.125.66.15,192.168.100.5,56,TCP
1682190974.078006000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.078006000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.078006000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.078217000,162.125.66.15,192.168.100.5,56,TCP
1682190974.078239000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.078239000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.078239000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.083678000,162.125.66.15,192.168.100.5,56,TCP
1682190974.083711000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.083711000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.083711000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.083711000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.083711000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.083821000,162.125.66.15,192.168.100.5,56,TCP
1682190974.083834000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.083834000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.084101000,162.125.66.15,192.168.100.5,56,TCP
1682190974.084101000,162.125.66.15,192.168.100.5,56,TCP
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.084123000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.094763000,162.125.66.15,192.168.100.5,56,TCP
1682190974.094794000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.094794000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.096785000,162.125.66.15,192.168.100.5,56,TCP
1682190974.096809000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.096809000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113265000,162.125.66.15,192.168.100.5,56,TCP
1682190974.113265000,162.125.66.15,192.168.100.5,56,TCP
1682190974.113265000,162.125.66.15,192.168.100.5,56,TCP
1682190974.113265000,162.125.66.15,192.168.100.5,56,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.113315000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.116534000,162.125.66.15,192.168.100.5,56,TCP
1682190974.116563000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.116563000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.120274000,162.125.66.15,192.168.100.5,56,TCP
1682190974.120304000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.120304000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.120409000,162.125.66.15,192.168.100.5,56,TCP
1682190974.120424000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.120424000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.120626000,162.125.66.15,192.168.100.5,56,TCP
1682190974.120639000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.120639000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.120857000,162.125.66.15,192.168.100.5,56,TCP
1682190974.120879000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.120879000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.120879000,192.168.100.5,162.125.66.15,637,TLS
1682190974.122378000,162.125.66.15,192.168.100.5,56,TCP
1682190974.122397000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.122397000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.122590000,162.125.66.15,192.168.100.5,56,TCP
1682190974.122611000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.122611000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.122805000,162.125.66.15,192.168.100.5,56,TCP
1682190974.122805000,162.125.66.15,192.168.100.5,56,TCP
1682190974.122828000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.122828000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.122828000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.122828000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.122828000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.122828000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.123049000,162.125.66.15,192.168.100.5,56,TCP
1682190974.123072000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.123072000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.123072000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.123072000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.123072000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.123072000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.125360000,162.125.66.15,192.168.100.5,56,TCP
1682190974.133127000,162.125.66.15,192.168.100.5,56,TCP
1682190974.134230000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.134230000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.134230000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.134230000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.135713000,162.125.66.15,192.168.100.5,56,TCP
1682190974.135743000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.135743000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.153023000,162.125.66.15,192.168.100.5,56,TCP
1682190974.153052000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.153052000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.153158000,162.125.66.15,192.168.100.5,56,TCP
1682190974.153178000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.153178000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.153178000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.153178000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.153178000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.153178000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.153178000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.154032000,162.125.66.15,192.168.100.5,56,TCP
1682190974.154070000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.154070000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.154070000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.154070000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.154279000,162.125.66.15,192.168.100.5,56,TCP
1682190974.154298000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.154298000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.159672000,162.125.66.15,192.168.100.5,56,TCP
1682190974.159701000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.159701000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.161724000,162.125.66.15,192.168.100.5,56,TCP
1682190974.161724000,162.125.66.15,192.168.100.5,56,TCP
1682190974.161724000,162.125.66.15,192.168.100.5,56,TCP
1682190974.161769000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.161769000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.161769000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.161769000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.161769000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.161769000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.164733000,162.125.66.15,192.168.100.5,56,TCP
1682190974.164733000,162.125.66.15,192.168.100.5,56,TCP
1682190974.164775000,192.168.100.5,162.125.66.15,1466,TLS
1682190974.164775000,192.168.100.5,162.125.66.15,1466,TCP
1682190974.164775000,192.168.100.5,162.125.66.15,1466,TCP
